20.79;22.46
21.64;24.02
21.64;24.02
21.64;24.01
21.64;24.01
21.63;24.0
21.63;24.0
21.63;24.0
21.62;24.0
21.62;23.99
21.62;23.99
21.62;23.98
21.62;23.98
21.62;23.98
21.62;23.98
21.62;23.98
21.62;23.98
21.62;23.98
21.62;23.97
21.62;23.97
21.62;23.97
21.62;23.97
21.61;23.96
21.61;23.96
21.61;23.97
21.61;23.96
21.61;23.96
21.61;23.96
21.61;23.96
21.6;23.96
21.6;23.96
21.6;23.96
21.6;23.96
21.6;23.96
21.6;23.96
21.6;23.96
21.6;23.96
21.6;23.96
21.6;23.95
21.6;23.95
21.6;23.95
21.6;23.95
21.6;23.95
21.6;23.94
21.6;23.95
21.61;23.94
21.6;23.94
21.61;23.95
21.61;23.94
21.61;23.95
21.6;23.94
21.59;23.95
21.59;23.95
21.59;23.95
21.59;23.95
21.59;23.95
21.58;23.95
21.59;23.94
21.59;23.94
21.58;23.94
21.59;23.94
21.58;23.94
21.58;23.94
21.58;23.94
21.58;23.94
21.58;23.94
21.58;23.93
21.58;23.94
21.58;23.94
21.59;23.94
21.58;23.93
21.58;23.94
21.58;23.93
21.58;23.93
21.58;23.93
21.58;23.93
21.58;23.93
21.58;23.93
21.58;23.93
21.58;23.93
21.57;23.93
21.58;23.93
21.58;23.93
21.57;23.93
21.58;23.92
21.57;23.93
21.58;23.93
21.58;23.92
21.58;23.92
21.58;23.92
21.56;23.92
21.56;23.92
21.57;23.92
21.57;23.92
21.57;23.92
21.57;23.93
21.57;23.92
21.57;23.92
21.57;23.92
21.57;23.92
21.57;23.93
21.57;23.92
21.57;23.92
21.57;23.92
21.58;23.92
21.58;23.92
21.58;23.92
21.57;23.92
21.57;23.92
21.57;23.92
21.57;23.92
20.62;23.76
20.63;23.76
20.62;23.76
20.63;23.76
20.62;23.77
20.62;23.77
20.61;23.76
20.61;23.76
20.61;23.76
20.61;23.76
20.61;23.76
20.61;23.76
20.61;23.76
20.61;23.76
20.61;23.76
20.61;23.76
20.61;23.76
20.61;23.76
20.59;23.76
20.59;23.76
20.59;23.76
20.59;23.76
20.59;23.76
20.58;23.76
20.59;23.76
20.58;23.76
20.58;23.76
20.58;23.75
20.58;23.76
20.58;23.76
20.57;23.76
20.57;23.75
20.57;23.75
20.57;23.75
20.57;23.74
20.57;23.75
20.57;23.74
20.57;23.74
20.57;23.74
20.57;23.74
20.57;23.74
20.57;23.74
20.57;23.74
20.57;23.74
20.57;23.74
20.57;23.74
20.56;23.73
20.56;23.73
20.57;23.74
20.57;23.74
20.57;23.74
20.56;23.74
20.56;23.73
20.56;23.74
20.56;23.73
20.56;23.73
20.56;23.73
20.56;23.73
20.56;23.73
20.56;23.73
20.56;23.73
20.55;23.72
20.55;23.73
20.54;23.72
20.56;23.73
20.54;23.72
20.55;23.72
20.55;23.73
20.55;23.72
20.55;23.72
20.56;23.72
20.55;23.72
20.55;23.72
20.55;23.72
20.55;23.72
13.1;23.72
20.55;23.72
20.54;23.71
13.1;23.72
20.55;23.72
20.55;22.86
13.1;23.72
20.54;23.72
20.54;22.86
20.54;22.86
20.54;22.86
20.54;22.86
20.56;22.86
20.54;22.86
20.54;22.86
20.54;22.86
20.54;22.86
20.54;22.86
20.54;22.85
20.54;22.86
20.54;22.86
20.54;22.86
20.54;22.86
20.54;22.86
20.54;22.86
20.53;22.85
20.54;22.86
20.53;22.86
20.53;22.86
20.53;22.86
20.53;22.86
20.53;22.86
20.53;22.86
20.52;22.85
20.52;22.85
20.51;22.86
20.51;22.86
20.51;22.86
20.51;22.86
20.51;23.71
13.1;22.86
13.1;23.7
13.1;23.7
20.51;23.7
20.51;22.86
20.51;22.86
13.1;22.86
13.1;23.7
20.5;23.7
20.5;22.86
20.5;22.86
13.1;22.86
13.1;23.7
20.5;23.7
20.5;22.86
20.5;22.86
20.5;22.86
20.5;22.85
13.1;22.85
13.1;23.7
20.5;23.7
20.5;22.85
13.1;22.85
20.5;23.7
20.5;22.85
20.5;22.85
20.5;22.85
20.5;22.85
20.5;22.85
20.5;22.85
20.5;22.85
20.49;22.85
20.48;22.85
20.49;22.85
20.49;22.85
20.49;22.85
20.49;22.85
20.48;22.85
