Day;Seconds;Sensor 0;Sensor 1;Sensor2
4;83481;0;26.33;0
4;83506;0;26.33;0
4;83531;0;26.33;0
4;83557;0;26.42;0
4;83582;0;26.42;0
4;83626;0;26.52;0
4;83651;0;26.52;0
4;83677;0;26.52;0
4;83757;0;26.61;0
4;83782;0;26.61;0
4;83808;0;26.61;0
4;83833;0;26.7;0
4;83858;0;26.7;0
4;83883;0;26.7;0
4;83908;0;26.7;0
4;83934;0;26.7;0
4;83959;0;26.7;0
4;84030;0;26.7;0
4;84055;0;26.7;0
4;84080;0;26.7;0
4;84203;0;26.7;0
4;84228;0;26.61;0
4;84253;0;26.61;0
4;84278;0;26.61;0
4;84304;0;26.61;0
4;84329;0;26.61;0
4;84354;0;26.61;0
3;75961;0;0;25.69
3;75986;0;0;25.87
3;76011;0;0;25.87
3;76036;0;0;25.96
3;76062;0;0;26.06
3;76087;0;0;26.06
4;5017;0;0;24.22
